Linea;Nombre_Linea;Ruta;Nombre_Ruta;Destino;Id_Parada;Posicion;Nombre_Parada;Tipo_Servicio;Estación
40; FJ23;1856;J23;Las Aguas;1845;14802;Aguas A - 2 ó 5;[1] TRONCAL;Aguas
40; FJ23;1857;F23;Portal Américas;1845;0;Aguas A - 2 ó 5;[1] TRONCAL;Aguas
40; FJ23;1857;F23;Portal Américas;1847;804;Museo del Oro A - 4 ó 6;[1] TRONCAL;Museo del Oro
40; FJ23;1857;F23;Portal Américas;1288;1567;Av. Jiménez D - 4 ó 6;[1] TRONCAL;Jiménez
40; FJ23;1857;F23;Portal Américas;1704;2697;San Façon - Cra. 22 B - 4 ó 6;[1] TRONCAL;San Façon Cra 22
40; FJ23;1857;F23;Portal Américas;1585;3176;Ricaurte E -4 ó 6;[1] TRONCAL;Ricáurte
40; FJ23;1857;F23;Portal Américas;1670;8664;Av. Américas - Av. Boyacá A - 4 ó 6;[1] TRONCAL;Av. Américas - Av. Boyacá
40; FJ23;1857;F23;Portal Américas;1625;9931;Banderas T3;[1] TRONCAL;Banderas
40; FJ23;1857;F23;Portal Américas;1678;12987;Patio Bonito B - 4 ó 6;[1] TRONCAL;Patio Bonito
40; FJ23;1857;F23;Portal Américas;1690;14454;Portal Américas T6;[1] TRONCAL;Portal Américas
40; FJ23;1858;J23;Las Aguas;1625;0;Banderas T3;[1] TRONCAL;Banderas
40; FJ23;1858;J23;Las Aguas;1630;870;Banderas T4;[1] TRONCAL;Banderas
40; FJ23;1858;J23;Las Aguas;1676;2141;Av. Américas - Av. Boyacá A - 2 ó 5;[1] TRONCAL;Av. Américas - Av. Boyacá
40; FJ23;1858;J23;Las Aguas;1591;7626;Ricaurte E - 2 ó 5;[1] TRONCAL;Ricáurte
40; FJ23;1858;J23;Las Aguas;1705;8106;San Façon - Cra. 22 B - 2 ó 5;[1] TRONCAL;San Façon Cra 22
40; FJ23;1858;J23;Las Aguas;1292;9309;Av. Jiménez E - 2 ó 5;[1] TRONCAL;Jiménez
40; FJ23;1858;J23;Las Aguas;1849;10006;Museo del Oro A - 2 ó 5;[1] TRONCAL;Museo del Oro
40; FJ23;1858;J23;Las Aguas;1845;10641;Aguas A - 2 ó 5;[1] TRONCAL;Aguas
40; FJ23;1859;F23;Banderas;1845;0;Aguas A - 2 ó 5;[1] TRONCAL;Aguas
40; FJ23;1859;F23;Banderas;1847;804;Museo del Oro A - 4 ó 6;[1] TRONCAL;Museo del Oro
40; FJ23;1859;F23;Banderas;1288;1567;Av. Jiménez D - 4 ó 6;[1] TRONCAL;Jiménez
40; FJ23;1859;F23;Banderas;1704;2697;San Façon - Cra. 22 B - 4 ó 6;[1] TRONCAL;San Façon Cra 22
40; FJ23;1859;F23;Banderas;1585;3176;Ricaurte E -4 ó 6;[1] TRONCAL;Ricáurte
40; FJ23;1859;F23;Banderas;1670;8664;Av. Américas - Av. Boyacá A - 4 ó 6;[1] TRONCAL;Av. Américas - Av. Boyacá
40; FJ23;1859;F23;Banderas;1625;9931;Banderas T3;[1] TRONCAL;Banderas
41; F62D50;1505;D50;Granja Carrrera 77;1691;0;Portal Américas T7;[1] TRONCAL;Portal Américas
41; F62D50;1505;D50;Granja Carrrera 77;1398;16159;Calle 34 B - 4 ó 6;[1] TRONCAL;Calle 34
41; F62D50;1505;D50;Granja Carrrera 77;1336;18587;Calle 57 B - 4 ó 6;[1] TRONCAL;Calle 57
41; F62D50;1505;D50;Granja Carrrera 77;1359;20253;Calle 72 A - 4 ó 6;[1] TRONCAL;Calle 72
41; F62D50;1505;D50;Granja Carrrera 77;1367;20868;Calle 76 B - 4 ó 6;[1] TRONCAL;Calle 76
41; F62D50;1505;D50;Granja Carrrera 77;1517;26066;Minuto de Dios A - 4 ó 6;[1] TRONCAL;Minuto de Dios
41; F62D50;1505;D50;Granja Carrrera 77;1494;26757;Granja - Cra. 77 D - 4 ó 6;[1] TRONCAL;Granja - Carrera 77
41; F62D50;1811;F62;Portal Américas;1497;0;Granja - Cra. 77 C - 2 ó 5;[1] TRONCAL;Granja - Carrera 77
41; F62D50;1811;F62;Portal Américas;1519;541;Minuto de Dios A - 2 ó 5;[1] TRONCAL;Minuto de Dios
41; F62D50;1811;F62;Portal Américas;322;5728;Calle 76 B - 2 ó 5;[1] TRONCAL;Calle 76
41; F62D50;1811;F62;Portal Américas;1355;6266;Calle 72 B - 2 ó 5;[1] TRONCAL;Calle 72
41; F62D50;1811;F62;Portal Américas;1340;8009;Calle 57 B - 2 ó 5;[1] TRONCAL;Calle 57
41; F62D50;1811;F62;Portal Américas;1272;9829;Av. 39 B - 2 ó 5;[1] TRONCAL;Avenida 39
41; F62D50;1811;F62;Portal Américas;1394;10516;Calle 34 A - 2 ó 5;[1] TRONCAL;Calle 34
41; F62D50;1811;F62;Portal Américas;1627;21124;Banderas T7;[1] TRONCAL;Banderas
41; F62D50;1811;F62;Portal Américas;1691;25390;Portal Américas T7;[1] TRONCAL;Portal Américas
43; BG11;1738;B11;Terminal;2014;0;Portal Sur T5;[1] TRONCAL;Portal Sur
43; BG11;1738;B11;Terminal;1741;1784;Madelena B - 3;[1] TRONCAL;Madelena
43; BG11;1738;B11;Terminal;1769;3384;Venecia B - 3;[1] TRONCAL;Venecia
43; BG11;1738;B11;Terminal;1720;4296;Alquería A - 3;[1] TRONCAL;Alquería
43; BG11;1738;B11;Terminal;1748;5466;NQS - Calle 38A Sur A - 3;[1] TRONCAL;NQS Calle 38A Sur
43; BG11;1738;B11;Terminal;1744;6104;NQS - Calle 30 Sur A - 3;[1] TRONCAL;NQS Calle 30 Sur
43; BG11;1738;B11;Terminal;1757;7026;Sena B - 3;[1] TRONCAL;SENA
43; BG11;1738;B11;Terminal;1764;8000;Santa Isabel A - 3;[1] TRONCAL;Santa Isabel
43; BG11;1738;B11;Terminal;1593;9464;Ricaurte A - 3;[1] TRONCAL;Ricáurte
43; BG11;1738;B11;Terminal;1578;10324;Paloquemao B - 4 ó 6;[1] TRONCAL;Paloquemao
43; BG11;1738;B11;Terminal;1558;13869;Campín-UAN B - 4 ó 6;[1] TRONCAL;Campín-UAN
43; BG11;1738;B11;Terminal;1509;17698;Escuela Militar B - 2 ó 5;[1] TRONCAL;Escuela Militar
43; BG11;1738;B11;Terminal;1221;19415;Héroes C - 4;[1] TRONCAL;Héroes
43; BG11;1738;B11;Terminal;1167;19902;Calle 85 C - 4 ó 6;[1] TRONCAL;Calle 85
43; BG11;1738;B11;Terminal;1260;20285;Virrey C - 4 ó 6;[1] TRONCAL;Virrey
43; BG11;1738;B11;Terminal;1187;22034;Calle 106 B - 4 ó 6;[1] TRONCAL;Calle 106
43; BG11;1738;B11;Terminal;1234;22727;Pepe Sierra B - 4 ó 6;[1] TRONCAL;Pepe Sierra
43; BG11;1738;B11;Terminal;1206;26380;Calle 146 B - 3;[1] TRONCAL;Calle 146
43; BG11;1738;B11;Terminal;1226;26780;Mazurén B - 4;[1] TRONCAL;Mazurén
43; BG11;1738;B11;Terminal;12934;27999;Toberín A - 4 ó 6;[1] TRONCAL;Toberín
43; BG11;1738;B11;Terminal;1152;29994;Calle 187 A - 3;[1] TRONCAL;Calle 187
43; BG11;1738;B11;Terminal;1261;30617;Terminal A - 3;[1] TRONCAL;Terminal
43; BG11;1739;G11;Portal Sur;1261;0;Terminal A - 3;[1] TRONCAL;Terminal
43; BG11;1739;G11;Portal Sur;1263;223;Terminal A - 1;[1] TRONCAL;Terminal
43; BG11;1739;G11;Portal Sur;1154;848;Calle 187 A - 1;[1] TRONCAL;Calle 187
43; BG11;1739;G11;Portal Sur;12936;2875;Toberín B - 2 ó 5;[1] TRONCAL;Toberín
43; BG11;1739;G11;Portal Sur;12908;4260;Mazurén A - 2 ó 5;[1] TRONCAL;Mazurén
43; BG11;1739;G11;Portal Sur;1205;4485;Calle 146 B - 2;[1] TRONCAL;Calle 146
43; BG11;1739;G11;Portal Sur;1230;8212;Pepe Sierra A - 2 ó 5;[1] TRONCAL;Pepe Sierra
43; BG11;1739;G11;Portal Sur;1183;8649;Calle 106 A - 2 ó 5;[1] TRONCAL;Calle 106
43; BG11;1739;G11;Portal Sur;1256;10655;Virrey B - 2 ó 5;[1] TRONCAL;Virrey
43; BG11;1739;G11;Portal Sur;1161;11202;Calle 85 A - 2 ó 5;[1] TRONCAL;Calle 85
43; BG11;1739;G11;Portal Sur;1212;11445;Héroes C - 1;[1] TRONCAL;Héroes
43; BG11;1739;G11;Portal Sur;1507;13165;Escuela Militar B - 4 ó 6;[1] TRONCAL;Escuela Militar
43; BG11;1739;G11;Portal Sur;1562;17051;Campín-UAN A - 2;[1] TRONCAL;Campín-UAN
43; BG11;1739;G11;Portal Sur;1582;20592;Paloquemao A - 2 ó 5;[1] TRONCAL;Paloquemao
43; BG11;1739;G11;Portal Sur;1602;21364;Ricaurte A - 1;[1] TRONCAL;Ricáurte
43; BG11;1739;G11;Portal Sur;1767;22822;Santa Isabel A - 1;[1] TRONCAL;Santa Isabel
43; BG11;1739;G11;Portal Sur;1758;23796;Sena B - 1;[1] TRONCAL;SENA
43; BG11;1739;G11;Portal Sur;1746;24661;NQS - Calle 30 Sur B - 1;[1] TRONCAL;NQS Calle 30 Sur
43; BG11;1739;G11;Portal Sur;1750;25294;NQS - Calle 38A Sur B - 1;[1] TRONCAL;NQS Calle 38A Sur
43; BG11;1739;G11;Portal Sur;1723;26522;Alquería A - 1;[1] TRONCAL;Alquería
43; BG11;1739;G11;Portal Sur;1770;27433;Venecia B - 1;[1] TRONCAL;Venecia
43; BG11;1739;G11;Portal Sur;1743;29094;Madelena A - 1;[1] TRONCAL;Madelena
43; BG11;1739;G11;Portal Sur;2014;30524;Portal Sur T5;[1] TRONCAL;Portal Sur
45; DH21;1610;H21;Calle 40 sur;13223;0;Portal 80 T-1A;[1] TRONCAL;Portal 80
45; DH21;1610;H21;Calle 40 sur;1532;622;Quirigua A - 2 ó 5;[1] TRONCAL;Quirigua
45; DH21;1610;H21;Calle 40 sur;1503;1140;Cra. 90 A - 2 ó 5;[1] TRONCAL;Carrera 90
45; DH21;1610;H21;Calle 40 sur;1477;1695;Av. Cali A - 2 ó 5;[1] TRONCAL;Avenida Cali
45; DH21;1610;H21;Calle 40 sur;1497;2303;Granja - Cra. 77 C - 2 ó 5;[1] TRONCAL;Granja - Carrera 77
45; DH21;1610;H21;Calle 40 sur;1518;2828;Minuto de Dios A - 1 ó 5;[1] TRONCAL;Minuto de Dios
45; DH21;1610;H21;Calle 40 sur;324;8110;Calle 76 A - 2 ó 5;[1] TRONCAL;Calle 76
45; DH21;1610;H21;Calle 40 sur;1357;8647;Calle 72 A - 2 ó 5;[1] TRONCAL;Calle 72
45; DH21;1610;H21;Calle 40 sur;1370;8941;Flores B - 2 ó 5;[1] TRONCAL;Flores
45; DH21;1610;H21;Calle 40 sur;1352;9791;Calle 63 A - 2 ó 5;[1] TRONCAL;Calle 63
45; DH21;1610;H21;Calle 40 sur;1342;10388;Calle 57 A - 2 ó 5;[1] TRONCAL;Calle 57
45; DH21;1610;H21;Calle 40 sur;1381;10937;Marly B - 2 ó 5;[1] TRONCAL;Marly
45; DH21;1610;H21;Calle 40 sur;1274;12205;Av. 39 A - 2 ó 5;[1] TRONCAL;Avenida 39
45; DH21;1610;H21;Calle 40 sur;1794;17459;Nariño B - 1 ó 5;[1] TRONCAL;Nariño
45; DH21;1610;H21;Calle 40 sur;1787;18247;Fucha A - 2 ó 5;[1] TRONCAL;Fucha
45; DH21;1610;H21;Calle 40 sur;1778;20655;Calle 40 S. B - 2 ó 5;[1] TRONCAL;Calle 40 Sur
45; DH21;1813;D21;Portal 80;1809;0;Portal Tunal T7;[1] TRONCAL;Portal Tunal
45; DH21;1813;D21;Portal 80;1805;1225;Parque A - 4 ó 6;[1] TRONCAL;Parque
45; DH21;1813;D21;Portal 80;1775;1824;Biblioteca A - 4 ó 6;[1] TRONCAL;Biblioteca
45; DH21;1813;D21;Portal 80;1825;2658;Santa Lucía B - 4 ó 6;[1] TRONCAL;Santa Lucia
45; DH21;1813;D21;Portal 80;1784;3456;Calle 40 S. B - 4 ó 6;[1] TRONCAL;Calle 40 Sur
45; DH21;1813;D21;Portal 80;1789;5891;Fucha B - 4;[1] TRONCAL;Fucha
45; DH21;1813;D21;Portal 80;1797;6632;Nariño B - 4 ó 6;[1] TRONCAL;Nariño
45; DH21;1813;D21;Portal 80;1268;11976;Av. 39 B - 4 ó 6;[1] TRONCAL;Avenida 39
45; DH21;1813;D21;Portal 80;1387;13174;Marly B - 4 ó 6;[1] TRONCAL;Marly
45; DH21;1813;D21;Portal 80;1336;13797;Calle 57 B - 4 ó 6;[1] TRONCAL;Calle 57
45; DH21;1813;D21;Portal 80;1344;14318;Calle 63 A - 4 ó 6;[1] TRONCAL;Calle 63
45; DH21;1813;D21;Portal 80;1374;15112;Flores A - 4 ó 6;[1] TRONCAL;Flores
45; DH21;1813;D21;Portal 80;1359;15463;Calle 72 A - 4 ó 6;[1] TRONCAL;Calle 72
45; DH21;1813;D21;Portal 80;1367;16078;Calle 76 B - 4 ó 6;[1] TRONCAL;Calle 76
45; DH21;1813;D21;Portal 80;1516;21256;Minuto de Dios A - 3 ó 6;[1] TRONCAL;Minuto de Dios
45; DH21;1813;D21;Portal 80;1492;21777;Granja - Cra. 77 C - 3 ó 6;[1] TRONCAL;Granja - Carrera 77
45; DH21;1813;D21;Portal 80;1475;22426;Av. Cali A - 4 ó 6;[1] TRONCAL;Avenida  Cali
45; DH21;1813;D21;Portal 80;1501;22983;Cra. 90 A - 4 ó 6;[1] TRONCAL;Carrera 90
45; DH21;1813;D21;Portal 80;1530;23496;Quirigua A - 4 ó 6;[1] TRONCAL;Quirigua
45; DH21;1813;D21;Portal 80;13223;24071;Portal 80 T-1A;[1] TRONCAL;Portal 80
45; DH21;1814;H21;Portal Tunal;13223;0;Portal 80 T-1A;[1] TRONCAL;Portal 80
45; DH21;1814;H21;Portal Tunal;1532;622;Quirigua A - 2 ó 5;[1] TRONCAL;Quirigua
45; DH21;1814;H21;Portal Tunal;1503;1140;Cra. 90 A - 2 ó 5;[1] TRONCAL;Carrera 90
45; DH21;1814;H21;Portal Tunal;1477;1695;Av. Cali A - 2 ó 5;[1] TRONCAL;Avenida Cali
45; DH21;1814;H21;Portal Tunal;1497;2303;Granja - Cra. 77 C - 2 ó 5;[1] TRONCAL;Granja - Carrera 77
45; DH21;1814;H21;Portal Tunal;1518;2828;Minuto de Dios A - 1 ó 5;[1] TRONCAL;Minuto de Dios
45; DH21;1814;H21;Portal Tunal;324;8110;Calle 76 A - 2 ó 5;[1] TRONCAL;Calle 76
45; DH21;1814;H21;Portal Tunal;1357;8647;Calle 72 A - 2 ó 5;[1] TRONCAL;Calle 72
45; DH21;1814;H21;Portal Tunal;1370;8941;Flores B - 2 ó 5;[1] TRONCAL;Flores
45; DH21;1814;H21;Portal Tunal;1352;9791;Calle 63 A - 2 ó 5;[1] TRONCAL;Calle 63
45; DH21;1814;H21;Portal Tunal;1342;10388;Calle 57 A - 2 ó 5;[1] TRONCAL;Calle 57
45; DH21;1814;H21;Portal Tunal;1381;10937;Marly B - 2 ó 5;[1] TRONCAL;Marly
45; DH21;1814;H21;Portal Tunal;1274;12205;Av. 39 A - 2 ó 5;[1] TRONCAL;Avenida 39
45; DH21;1814;H21;Portal Tunal;1794;17459;Nariño B - 1 ó 5;[1] TRONCAL;Nariño
45; DH21;1814;H21;Portal Tunal;1786;18197;Fucha B - 1;[1] TRONCAL;Fucha
45; DH21;1814;H21;Portal Tunal;1778;20655;Calle 40 S. B - 2 ó 5;[1] TRONCAL;Calle 40 Sur
45; DH21;1814;H21;Portal Tunal;1821;21527;Santa Lucía A - 2 ó 5;[1] TRONCAL;Santa Lucia
45; DH21;1814;H21;Portal Tunal;1773;22261;Biblioteca A - 2 ó 5;[1] TRONCAL;Biblioteca
45; DH21;1814;H21;Portal Tunal;1803;22889;Parque A - 2 ó 5;[1] TRONCAL;Parque
45; DH21;1814;H21;Portal Tunal;1809;24039;Portal Tunal T7;[1] TRONCAL;Portal Tunal
45; DH21;1815;D21;Avenida Cali;1809;0;Portal Tunal T7;[1] TRONCAL;Portal Tunal
45; DH21;1815;D21;Avenida Cali;1805;1225;Parque A - 4 ó 6;[1] TRONCAL;Parque
45; DH21;1815;D21;Avenida Cali;1775;1824;Biblioteca A - 4 ó 6;[1] TRONCAL;Biblioteca
45; DH21;1815;D21;Avenida Cali;1825;2658;Santa Lucía B - 4 ó 6;[1] TRONCAL;Santa Lucia
45; DH21;1815;D21;Avenida Cali;1784;3456;Calle 40 S. B - 4 ó 6;[1] TRONCAL;Calle 40 Sur
45; DH21;1815;D21;Avenida Cali;1789;5891;Fucha B - 4;[1] TRONCAL;Fucha
45; DH21;1815;D21;Avenida Cali;1797;6632;Nariño B - 4 ó 6;[1] TRONCAL;Nariño
45; DH21;1815;D21;Avenida Cali;1268;11976;Av. 39 B - 4 ó 6;[1] TRONCAL;Avenida 39
45; DH21;1815;D21;Avenida Cali;1387;13174;Marly B - 4 ó 6;[1] TRONCAL;Marly
45; DH21;1815;D21;Avenida Cali;1336;13797;Calle 57 B - 4 ó 6;[1] TRONCAL;Calle 57
45; DH21;1815;D21;Avenida Cali;1344;14318;Calle 63 A - 4 ó 6;[1] TRONCAL;Calle 63
45; DH21;1815;D21;Avenida Cali;1374;15112;Flores A - 4 ó 6;[1] TRONCAL;Flores
45; DH21;1815;D21;Avenida Cali;1359;15463;Calle 72 A - 4 ó 6;[1] TRONCAL;Calle 72
45; DH21;1815;D21;Avenida Cali;1367;16078;Calle 76 B - 4 ó 6;[1] TRONCAL;Calle 76
45; DH21;1815;D21;Avenida Cali;1516;21256;Minuto de Dios A - 3 ó 6;[1] TRONCAL;Minuto de Dios
45; DH21;1815;D21;Avenida Cali;1492;21777;Granja - Cra. 77 C - 3 ó 6;[1] TRONCAL;Granja - Carrera 77
45; DH21;1815;D21;Avenida Cali;1475;22426;Av. Cali A - 4 ó 6;[1] TRONCAL;Avenida  Cali
47; A51;1614;A51;Calle 57;1223;0;Mazurén C - 1;[1] TRONCAL;Mazurén
47; A51;1614;A51;Calle 57;1204;564;Calle 146 C - 1;[1] TRONCAL;Calle 146
47; A51;1614;A51;Calle 57;1228;4292;Pepe Sierra B - 2 ó 5;[1] TRONCAL;Pepe Sierra
47; A51;1614;A51;Calle 57;322;8238;Calle 76 B - 2 ó 5;[1] TRONCAL;Calle 76
47; A51;1614;A51;Calle 57;1353;8702;Calle 72 C - 2;[1] TRONCAL;Calle 72
47; A51;1614;A51;Calle 57;1338;10445;Calle 57 C - 2;[1] TRONCAL;Calle 57
48; B71;1754;B71;Toberín;1806;0;Portal Tunal T4;[1] TRONCAL;Portal Tunal
48; B71;1754;B71;Toberín;1823;2799;Santa Lucía A - 4 ó 6;[1] TRONCAL;Santa Lucia
48; B71;1754;B71;Toberín;1785;3715;Calle 40 S. C - 3 ó 6;[1] TRONCAL;Calle 40 Sur
48; B71;1754;B71;Toberín;1801;5107;Olaya B - 4 ó 6;[1] TRONCAL;Olaya
48; B71;1754;B71;Toberín;1816;5803;Restrepo A - 3 ó 6;[1] TRONCAL;Restrepo
48; B71;1754;B71;Toberín;12758;8964;Tygua - San José B - 4 ó 6;[1] TRONCAL;Tygua San José
48; B71;1754;B71;Toberín;12759;9716;Guatoque - Veraguas A - 3 ó 6;[1] TRONCAL;Guatoque Veraguas
48; B71;1754;B71;Toberín;1578;11661;Paloquemao B - 4 ó 6;[1] TRONCAL;Paloquemao
48; B71;1754;B71;Toberín;1219;20693;Héroes B - 4 ó 6;[1] TRONCAL;Héroes
48; B71;1754;B71;Toberín;1167;21239;Calle 85 C - 4 ó 6;[1] TRONCAL;Calle 85
48; B71;1754;B71;Toberín;1260;21622;Virrey C - 4 ó 6;[1] TRONCAL;Virrey
48; B71;1754;B71;Toberín;1179;22523;Calle 100 C - 4;[1] TRONCAL;Calle 100
48; B71;1754;B71;Toberín;1207;27774;Calle 146 C - 4;[1] TRONCAL;Calle 146
48; B71;1754;B71;Toberín;12934;29336;Toberín A - 4 ó 6;[1] TRONCAL;Toberín
50; HB72;1650;H72;Portal Usme;1249;0;Toberín E - 1;[1] TRONCAL;Toberín
50; HB72;1650;H72;Portal Usme;1143;3042;Alcalá B - 2 ó 5;[1] TRONCAL;Alcalá
50; HB72;1650;H72;Portal Usme;1228;5606;Pepe Sierra B - 2 ó 5;[1] TRONCAL;Pepe Sierra
50; HB72;1650;H72;Portal Usme;1565;8577;Castellana B - 1;[1] TRONCAL;Castellana
50; HB72;1650;H72;Portal Usme;1542;10124;Av. Chile A - 1;[1] TRONCAL;Avenida  Chile
50; HB72;1650;H72;Portal Usme;1574;11983;Movistar Arena A - 2;[1] TRONCAL;Movistar Arena
50; HB72;1650;H72;Portal Usme;1582;16026;Paloquemao A - 2 ó 5;[1] TRONCAL;Paloquemao
50; HB72;1650;H72;Portal Usme;12761;17914;Guatoque - Veraguas B - 1 ó 5;[1] TRONCAL;Guatoque Veraguas
50; HB72;1650;H72;Portal Usme;12763;18732;Tygua - San José B - 1 ó 5;[1] TRONCAL;Tygua San José
50; HB72;1650;H72;Portal Usme;1945;19543;Hospital A - 2;[1] TRONCAL;Hospital
50; HB72;1650;H72;Portal Usme;1795;20831;Nariño A - 2;[1] TRONCAL;Nariño
50; HB72;1650;H72;Portal Usme;1787;21560;Fucha A - 2 ó 5;[1] TRONCAL;Fucha
50; HB72;1650;H72;Portal Usme;1798;22505;Olaya B - 1;[1] TRONCAL;Olaya
50; HB72;1650;H72;Portal Usme;1832;26555;Molinos A - 2 ó 5;[1] TRONCAL;Molinos
50; HB72;1650;H72;Portal Usme;1838;29388;Portal Usme T5;[1] TRONCAL;Portal Usme
50; HB72;1742;B72;Toberín;1838;0;Portal Usme T5;[1] TRONCAL;Portal Usme
50; HB72;1742;B72;Toberín;2024;3366;Molinos B - 3;[1] TRONCAL;Molinos
50; HB72;1742;B72;Toberín;1801;7349;Olaya B - 4 ó 6;[1] TRONCAL;Olaya
50; HB72;1742;B72;Toberín;1788;8283;Fucha A - 3 ó 6;[1] TRONCAL;Fucha
50; HB72;1742;B72;Toberín;1796;9020;Nariño A - 3;[1] TRONCAL;Nariño
50; HB72;1742;B72;Toberín;1946;10288;Hospital A - 3;[1] TRONCAL;Hospital
50; HB72;1742;B72;Toberín;12757;11140;Tygua - San José A - 3 ó 6;[1] TRONCAL;Tygua San José
50; HB72;1742;B72;Toberín;12759;11958;Guatoque - Veraguas A - 3 ó 6;[1] TRONCAL;Guatoque Veraguas
50; HB72;1742;B72;Toberín;1577;13882;Paloquemao B - 3;[1] TRONCAL;Paloquemao
50; HB72;1742;B72;Toberín;1570;17948;Movistar Arena B - 4;[1] TRONCAL;Movistar Arena
50; HB72;1742;B72;Toberín;1537;19852;Av. Chile C - 4 ó 6;[1] TRONCAL;Avenida Chile
50; HB72;1742;B72;Toberín;1564;21467;Castellana B - 4 ó 6;[1] TRONCAL;Castellana
50; HB72;1742;B72;Toberín;1234;24249;Pepe Sierra B - 4 ó 6;[1] TRONCAL;Pepe Sierra
50; HB72;1742;B72;Toberín;1151;26882;Alcalá C - 4 ó 6;[1] TRONCAL;Alcalá
50; HB72;1742;B72;Toberín;1251;29538;Toberín B - 4 ó 6;[1] TRONCAL;Toberín
51; H73;1882;H73;Portal Tunal;1249;0;Toberín E - 1;[1] TRONCAL;Toberín
51; H73;1882;H73;Portal Tunal;1204;1878;Calle 146 C - 1;[1] TRONCAL;Calle 146
51; H73;1882;H73;Portal Tunal;1143;3042;Alcalá B - 2 ó 5;[1] TRONCAL;Alcalá
51; H73;1882;H73;Portal Tunal;1244;3823;Prado A - 2;[1] TRONCAL;Prado
51; H73;1882;H73;Portal Tunal;1191;4930;Calle 127 A - 2 ó 5;[1] TRONCAL;Calle 127
51; H73;1882;H73;Portal Tunal;1328;13056;Calle 45 C - 2;[1] TRONCAL;Calle 45
51; H73;1882;H73;Portal Tunal;1270;13579;Av. 39 C- 2;[1] TRONCAL;Avenida 39
51; H73;1882;H73;Portal Tunal;1390;14163;Calle 34 C - 2;[1] TRONCAL;Calle 34
51; H73;1882;H73;Portal Tunal;1318;14777;Calle 26 C - 2;[1] TRONCAL;Calle 26
51; H73;1882;H73;Portal Tunal;1300;15969;Calle 19 B - 2 ó 5;[1] TRONCAL;Calle 19
51; H73;1882;H73;Portal Tunal;1787;19768;Fucha A - 2 ó 5;[1] TRONCAL;Fucha
51; H73;1882;H73;Portal Tunal;1798;20713;Olaya B - 1;[1] TRONCAL;Olaya
51; H73;1882;H73;Portal Tunal;1778;22176;Calle 40 S. B - 2 ó 5;[1] TRONCAL;Calle 40 Sur
51; H73;1882;H73;Portal Tunal;1807;25418;Portal Tunal T5;[1] TRONCAL;Portal Tunal
52; HB75;1570;B75;Portal Norte;1839;0;Portal Usme T6;[1] TRONCAL;Portal Usme
52; HB75;1570;B75;Portal Norte;2025;3336;Molinos B - 4 ó 6;[1] TRONCAL;Molinos
52; HB75;1570;B75;Portal Norte;1828;3726;Consuelo B - 4;[1] TRONCAL;Consuelo
52; HB75;1570;B75;Portal Norte;1843;4282;Socorro B - 4;[1] TRONCAL;Socorro
52; HB75;1570;B75;Portal Norte;1823;4992;Santa Lucía A - 4 ó 6;[1] TRONCAL;Santa Lucia
52; HB75;1570;B75;Portal Norte;1785;5908;Calle 40 S. C - 3 ó 6;[1] TRONCAL;Calle 40 Sur
52; HB75;1570;B75;Portal Norte;1817;8060;Restrepo B - 4;[1] TRONCAL;Restrepo
52; HB75;1570;B75;Portal Norte;1796;8971;Nariño A - 3;[1] TRONCAL;Nariño
52; HB75;1570;B75;Portal Norte;1793;9660;Hortúa B - 4;[1] TRONCAL;Hortúa
52; HB75;1570;B75;Portal Norte;1283;11381;Av. Jiménez B - 4 ó 6;[1] TRONCAL;Jiménez
52; HB75;1570;B75;Portal Norte;1385;15506;Marly A - 4 ó 6;[1] TRONCAL;Marly
52; HB75;1570;B75;Portal Norte;1346;16795;Calle 63 B - 4 ó 6;[1] TRONCAL;Calle 63
52; HB75;1570;B75;Portal Norte;1362;17998;Calle 72 C - 3;[1] TRONCAL;Calle 72
52; HB75;1570;B75;Portal Norte;1368;18537;Calle 76 C - 3;[1] TRONCAL;Calle 76
52; HB75;1570;B75;Portal Norte;1221;19129;Héroes C - 4;[1] TRONCAL;Héroes
52; HB75;1570;B75;Portal Norte;1179;20900;Calle 100 C - 4;[1] TRONCAL;Calle 100
52; HB75;1570;B75;Portal Norte;1195;23172;Calle 127 B - 4 ó 6;[1] TRONCAL;Calle 127
52; HB75;1570;B75;Portal Norte;1245;24206;Prado A - 3;[1] TRONCAL;Prado
52; HB75;1570;B75;Portal Norte;1203;25564;Calle 142 B - 4;[1] TRONCAL;Calle 142
52; HB75;1570;B75;Portal Norte;1206;26094;Calle 146 B - 3;[1] TRONCAL;Calle 146
52; HB75;1570;B75;Portal Norte;1251;27730;Toberín B - 4 ó 6;[1] TRONCAL;Toberín
52; HB75;1570;B75;Portal Norte;13219;29210;Portal Norte T5B;[1] TRONCAL;Portal Norte
52; HB75;1618;H75;Portal Usme;13219;0;Portal Norte T5B;[1] TRONCAL;Portal Norte
52; HB75;1618;H75;Portal Usme;1250;737;Toberín D - 2;[1] TRONCAL;Toberín
52; HB75;1618;H75;Portal Usme;1204;2555;Calle 146 C - 1;[1] TRONCAL;Calle 146
52; HB75;1618;H75;Portal Usme;1199;2992;Calle 142 A - 2;[1] TRONCAL;Calle 142
52; HB75;1618;H75;Portal Usme;1244;4500;Prado A - 2;[1] TRONCAL;Prado
52; HB75;1618;H75;Portal Usme;1191;5607;Calle 127 A - 2 ó 5;[1] TRONCAL;Calle 127
